Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,18:00,18:50,Fundamentals of Mobile Computing,CSE-3C,B417
MONDAY,10:00,10:50,Fundamentals of Mobile Computing,CSE-3C,B322
FRIDAY,09:00,09:50,Fundamentals of Mobile Computing,CSE-3C,B405
