Day,StartTime,EndTime,Course,Group,Room
THURSDAY,18:00,18:50,Design and Analysis of Algorithms,AIML 2.1,C301
THURSDAY,16:00,16:50,Design and Analysis of Algorithms,AIML 2.1,B408
FRIDAY,10:00,10:50,Design and Analysis of Algorithms,AIML 2.1,A203
TUESDAY,13:50,15:30,Design and Analysis of Algorithms,AIML 2.1,Avionics Lab
WEDNESDAY,13:50,15:30,Design and Analysis of Algorithms,AIML 2.1,Thermal Lab 1
MONDAY,10:00,10:50,Design and Analysis of Algorithms,AIML 2.4,A110
FRIDAY,16:00,16:50,Design and Analysis of Algorithms,AIML 2.4,A308
TUESDAY,10:00,10:50,Design and Analysis of Algorithms,AIML 2.4,B417
TUESDAY,11:50,13:30,Design and Analysis of Algorithms,AIML 2.4,LIC Lab
WEDNESDAY,15:50,17:30,Design and Analysis of Algorithms,AIML 2.4,Thermal Lab 2
MONDAY,16:00,16:50,Recommendation Systems (Professional Elective I),AIML 3.1,B322
THURSDAY,12:00,12:50,Recommendation Systems (Professional Elective I),AIML 3.1,A109
WEDNESDAY,09:50,11:30,Recommendation Systems (Professional Elective I),AIML 3.1,Engineering Practices Lab (Electrical)
MONDAY,08:00,09:40,Recommendation Systems (Professional Elective I),AIML 3.1,Mechatronics Lab
MONDAY,13:00,13:50,Recommendation Systems (Professional Elective I),AIML 3.2,B415
TUESDAY,18:00,18:50,Recommendation Systems (Professional Elective I),AIML 3.2,A103
WEDNESDAY,11:50,13:30,Recommendation Systems (Professional Elective I),AIML 3.2,Food Chemistry Lab
FRIDAY,11:50,13:30,Recommendation Systems (Professional Elective I),AIML 3.2,Genetic Engineering Lab
FRIDAY,08:00,08:50,Recommendation Systems (Professional Elective I),AIML 3.3,B415
FRIDAY,14:00,14:50,Recommendation Systems (Professional Elective I),AIML 3.3,B320
TUESDAY,15:50,17:30,Recommendation Systems (Professional Elective I),AIML 3.3,Vehicle Maintenance Lab
THURSDAY,13:50,15:30,Recommendation Systems (Professional Elective I),AIML 3.3,Engineering Practices Lab (Electronics)
