Day,StartTime,EndTime,Course,Group,Room
THURSDAY,14:00,14:50,Fundamentals of Data Science,CSE 2.2,C201
WEDNESDAY,14:00,14:50,Fundamentals of Data Science,CSE 2.2,B219
FRIDAY,11:00,11:50,Fundamentals of Data Science,CSE 2.2,A108
WEDNESDAY,09:50,11:30,Fundamentals of Data Science,CSE 2.2,TLGL1
FRIDAY,15:50,17:30,Fundamentals of Data Science,CSE 2.2,TLFL3
THURSDAY,08:00,08:50,Fundamentals of Data Science,CSE 2.10,B320
TUESDAY,17:00,17:50,Fundamentals of Data Science,CSE 2.10,B325
TUESDAY,12:00,12:50,Fundamentals of Data Science,CSE 2.10,C101
WEDNESDAY,15:50,17:30,Fundamentals of Data Science,CSE 2.10,JL1
WEDNESDAY,11:50,13:30,Fundamentals of Data Science,CSE 2.10,TLFL3
MONDAY,15:00,15:50,Theory of Computation,CSE 3.5,B412
TUESDAY,14:00,14:50,Theory of Computation,CSE 3.5,B411
MONDAY,10:00,10:50,Theory of Computation,CSE 3.5,B219
MONDAY,17:00,17:50,Theory of Computation,CSE 3.5,A204
